osmid,y,x,street_count,highway,ref,railway,geometry
32927563,37.7860172,-122.390902,3,,,,POINT (-122.390902 37.7860172)
32927591,37.731371,-122.4236705,3,motorway_junction,53,,POINT (-122.4236705 37.731371)
32927645,37.7327065,-122.4132611,3,motorway_junction,54B,,POINT (-122.4132611 37.7327065)
33241803,37.8050417,-122.4034504,5,traffic_signals,,,POINT (-122.4034504 37.8050417)
33242031,37.7990541,-122.4164837,1,,,,POINT (-122.4164837 37.7990541)
54891208,37.7705805,-122.3911917,4,traffic_signals,,,POINT (-122.3911917 37.7705805)
54891395,37.7695721,-122.3927659,3,,,,POINT (-122.3927659 37.7695721)
54891397,37.7696737,-122.3911048,4,,,,POINT (-122.3911048 37.7696737)
54891446,37.7711091,-122.3894111,4,,,,POINT (-122.3894111 37.7711091)
54891461,37.771278,-122.3866019,3,,,,POINT (-122.3866019 37.771278)
54891483,37.7708625,-122.3864767,3,,,,POINT (-122.3864767 37.7708625)
54891501,37.7690188,-122.3863311,3,traffic_signals,,,POINT (-122.3863311 37.7690188)
54891569,37.7689303,-122.3876163,3,stop,,,POINT (-122.3876163 37.7689303)
65279851,37.8053702,-122.4118788,3,,,,POINT (-122.4118788 37.8053702)
65279852,37.8051503,-122.413529,3,,,,POINT (-122.413529 37.8051503)
65279860,37.723583,-122.386139,1,,,,POINT (-122.386139 37.723583)
65279862,37.72304,-122.386628,3,,,,POINT (-122.386628 37.72304)
65279877,37.7212302,-122.388419,1,,,,POINT (-122.388419 37.7212302)
65279891,37.7199375,-122.3894613,4,,,,POINT (-122.3894613 37.7199375)
65279893,37.719298,-122.39002,4,,,,POINT (-122.39002 37.719298)
65279895,37.718688,-122.390564,4,,,,POINT (-122.390564 37.718688)
65279896,37.7180602,-122.391135,4,stop,,,POINT (-122.391135 37.7180602)
65279897,37.7175125,-122.391593,4,,,,POINT (-122.391593 37.7175125)
65279910,37.728678,-122.381564,3,,,,POINT (-122.381564 37.728678)
65279912,37.728051,-122.382126,4,stop,,,POINT (-122.382126 37.728051)
65279914,37.727425,-122.382687,4,stop,,,POINT (-122.382687 37.727425)
65279916,37.726798,-122.383248,4,,,,POINT (-122.383248 37.726798)
65279918,37.726171,-122.38381,3,,,,POINT (-122.38381 37.726171)
65279929,37.7250218,-122.3851264,1,,,,POINT (-122.3851264 37.7250218)
65279961,37.7336422,-122.376989,3,,,,POINT (-122.376989 37.7336422)
65279965,37.7330737,-122.3776537,3,,,,POINT (-122.3776537 37.7330737)
65279971,37.752212,-122.4687333,3,,,,POINT (-122.4687333 37.752212)
65280002,37.7508087,-122.4690178,3,,,,POINT (-122.4690178 37.7508087)
65280018,37.7508352,-122.4686316,3,,,,POINT (-122.4686316 37.7508352)
65280040,37.7492161,-122.4685327,1,,,,POINT (-122.4685327 37.7492161)
65280044,37.7489418,-122.4684993,3,,,,POINT (-122.4684993 37.7489418)
65280050,37.74708,-122.4683702,3,,,,POINT (-122.4683702 37.74708)
65280069,37.7863889,-122.4711296,5,,,,POINT (-122.4711296 37.7863889)
65280072,37.7845276,-122.4709958,4,traffic_signals,,,POINT (-122.4709958 37.7845276)
65280073,37.7826596,-122.4708615,4,,,,POINT (-122.4708615 37.7826596)
65280076,37.778812,-122.4705849,4,,,,POINT (-122.4705849 37.778812)
65280083,37.7769424,-122.4704505,4,,,,POINT (-122.4704505 37.7769424)
65280086,37.7750785,-122.4703166,4,,,,POINT (-122.4703166 37.7750785)
65280094,37.7448686,-122.4682103,1,,,,POINT (-122.4682103 37.7448686)
65280097,37.744127,-122.4681611,3,,,,POINT (-122.4681611 37.744127)
65280099,37.7433923,-122.4681124,3,,,,POINT (-122.4681124 37.7433923)
65280104,37.7658342,-122.4696804,3,,,,POINT (-122.4696804 37.7658342)
65280106,37.7639075,-122.469545,4,stop,,,POINT (-122.469545 37.7639075)
65280110,37.7601763,-122.4692852,4,,,,POINT (-122.4692852 37.7601763)
65280114,37.7583097,-122.4691548,4,,,,POINT (-122.4691548 37.7583097)
65280116,37.7564454,-122.4690246,4,,,,POINT (-122.4690246 37.7564454)
65280118,37.7552316,-122.4689545,3,,,,POINT (-122.4689545 37.7552316)
65280134,37.7749327,-122.4084965,1,,,,POINT (-122.4084965 37.7749327)
65280136,37.7747987,-122.4083293,3,,,,POINT (-122.4083293 37.7747987)
65280138,37.7743588,-122.4077779,3,,,,POINT (-122.4077779 37.7743588)
65280154,37.7906893,-122.4815695,3,,,,POINT (-122.4815695 37.7906893)
65280157,37.790563,-122.4809354,3,,,,POINT (-122.4809354 37.790563)
65280159,37.7906099,-122.4808543,1,,,,POINT (-122.4808543 37.7906099)
65280184,37.7110786,-122.3863226,3,,,,POINT (-122.3863226 37.7110786)
65280284,37.7161347,-122.3900339,3,,,,POINT (-122.3900339 37.7161347)
65280289,37.7178997,-122.3924653,3,,,,POINT (-122.3924653 37.7178997)
65280292,37.7179691,-122.39261,4,,,,POINT (-122.39261 37.7179691)
65280295,37.718487,-122.393545,3,,,,POINT (-122.393545 37.718487)
65280297,37.7195594,-122.3954611,4,stop,,,POINT (-122.3954611 37.7195594)
65280302,37.7206065,-122.397309,4,,,,POINT (-122.397309 37.7206065)
65280323,37.7204823,-122.4501293,4,,,,POINT (-122.4501293 37.7204823)
65280326,37.7193559,-122.450852,4,,,,POINT (-122.450852 37.7193559)
65280347,37.7965829,-122.4562632,3,,,,POINT (-122.4562632 37.7965829)
65280373,37.7941248,-122.4576569,1,turning_circle,,,POINT (-122.4576569 37.7941248)
65280377,37.7336837,-122.426389,4,traffic_signals,,,POINT (-122.426389 37.7336837)
65280380,37.733566,-122.4277144,4,,,,POINT (-122.4277144 37.733566)
65280384,37.7334845,-122.4285745,4,,,,POINT (-122.4285745 37.7334845)
65280393,37.73318,-122.4311489,3,,,,POINT (-122.4311489 37.73318)
65280398,37.7330011,-122.4319773,4,,,,POINT (-122.4319773 37.7330011)
65280425,37.7333561,-122.4328258,4,,,,POINT (-122.4328258 37.7333561)
65280432,37.7336038,-122.4341379,4,traffic_signals,,,POINT (-122.4341379 37.7336038)
65280438,37.7337754,-122.4349924,4,,,,POINT (-122.4349924 37.7337754)
65280452,37.7340737,-122.4366692,3,,,,POINT (-122.4366692 37.7340737)
65280473,37.7348747,-122.4399937,5,traffic_signals,,,POINT (-122.4399937 37.7348747)
65280488,37.7359776,-122.4419063,3,,,,POINT (-122.4419063 37.7359776)
65280502,37.7316437,-122.4316897,3,,,,POINT (-122.4316897 37.7316437)
65280506,37.7322495,-122.432147,3,motorway_junction,52,,POINT (-122.432147 37.7322495)
65280576,37.7343496,-122.438435,3,,,,POINT (-122.438435 37.7343496)
65280632,37.708354,-122.455928,3,,,,POINT (-122.455928 37.708354)
65280635,37.709549,-122.4576804,5,,,,POINT (-122.4576804 37.709549)
65280672,37.733143,-122.3719647,1,turning_circle,,,POINT (-122.3719647 37.733143)
65280694,37.7309563,-122.3739205,3,,,,POINT (-122.3739205 37.7309563)
65280709,37.7266122,-122.3779849,1,,,,POINT (-122.3779849 37.7266122)
65280738,37.7171906,-122.3863094,3,,,,POINT (-122.3863094 37.7171906)
65280743,37.7184431,-122.3851901,3,,,,POINT (-122.3851901 37.7184431)
65280798,37.7511437,-122.4500385,3,,,,POINT (-122.4500385 37.7511437)
65280835,37.7541308,-122.4495919,3,,,,POINT (-122.4495919 37.7541308)
65280848,37.7445991,-122.4535131,3,traffic_signals,,,POINT (-122.4535131 37.7445991)
65280850,37.7438716,-122.4526894,4,,,,POINT (-122.4526894 37.7438716)
65280896,37.7644163,-122.4301235,3,,,,POINT (-122.4301235 37.7644163)
65280905,37.7640853,-122.430091,1,,,,POINT (-122.430091 37.7640853)
65281061,37.7778393,-122.4016133,3,motorway_junction,2,,POINT (-122.4016133 37.7778393)
65281097,37.7778095,-122.400319,5,traffic_signals,,,POINT (-122.400319 37.7778095)
65281164,37.7746045,-122.4259102,4,traffic_signals,,,POINT (-122.4259102 37.7746045)
65281218,37.7718656,-122.423325,4,traffic_signals,,,POINT (-122.423325 37.7718656)
65281253,37.7703896,-122.4198676,3,,,,POINT (-122.4198676 37.7703896)
65281270,37.7391115,-122.4080303,3,,,,POINT (-122.4080303 37.7391115)
65281338,37.7996087,-122.467236,4,stop,,,POINT (-122.467236 37.7996087)
65281401,37.719809,-122.474293,3,,,,POINT (-122.474293 37.719809)
65281429,37.7852059,-122.3940468,4,traffic_signals,,,POINT (-122.3940468 37.7852059)
65281511,37.712886,-122.432678,3,,,,POINT (-122.432678 37.712886)
65281514,37.7127244,-122.4330165,4,,,,POINT (-122.4330165 37.7127244)
65281547,37.7332051,-122.4939058,3,,,,POINT (-122.4939058 37.7332051)
65281576,37.7491621,-122.4055609,3,,,,POINT (-122.4055609 37.7491621)
65281580,37.748957,-122.4065082,3,,,,POINT (-122.4065082 37.748957)
65281582,37.7487187,-122.4067512,3,,,,POINT (-122.4067512 37.7487187)
65281615,37.7520812,-122.4027136,3,,,,POINT (-122.4027136 37.7520812)
65281639,37.7495355,-122.4029714,3,,,,POINT (-122.4029714 37.7495355)
65281709,37.7490088,-122.4035409,3,,,,POINT (-122.4035409 37.7490088)
65281745,37.7498639,-122.4038924,3,motorway_junction,,,POINT (-122.4038924 37.7498639)
65281752,37.7514659,-122.4033474,3,motorway_junction,,,POINT (-122.4033474 37.7514659)
65281874,37.7496784,-122.40411,3,motorway_junction,,,POINT (-122.40411 37.7496784)
65281916,37.7790353,-122.401857,5,traffic_signals,,,POINT (-122.401857 37.7790353)
65281944,37.7818136,-122.3970858,3,motorway_junction,2A,,POINT (-122.3970858 37.7818136)
65282059,37.7175065,-122.4743876,3,,,,POINT (-122.4743876 37.7175065)
65282123,37.7337798,-122.491574,3,,,,POINT (-122.491574 37.7337798)
65282185,37.768536,-122.4048807,4,stop,,,POINT (-122.4048807 37.768536)
65282190,37.7463266,-122.4043129,3,,,,POINT (-122.4043129 37.7463266)
65282200,37.7460665,-122.4038324,3,,,,POINT (-122.4038324 37.7460665)
65282263,37.7431804,-122.3967418,4,,,,POINT (-122.3967418 37.7431804)
65282272,37.8000521,-122.460801,4,,,,POINT (-122.460801 37.8000521)
65282319,37.7999664,-122.4611674,3,,,,POINT (-122.4611674 37.7999664)
65282347,37.73375,-122.495416,3,,,,POINT (-122.495416 37.73375)
65282353,37.7321324,-122.4938307,3,,,,POINT (-122.4938307 37.7321324)
65282365,37.7375715,-122.4072528,4,,,,POINT (-122.4072528 37.7375715)
65282369,37.7357844,-122.408838,3,motorway_junction,,,POINT (-122.408838 37.7357844)
65282382,37.8066603,-122.4753016,3,motorway_junction,439,,POINT (-122.4753016 37.8066603)
65282387,37.8063379,-122.4754212,4,,,,POINT (-122.4754212 37.8063379)
65282392,37.8063224,-122.4747347,6,,,,POINT (-122.4747347 37.8063224)
65282414,37.8069934,-122.4743306,3,,,,POINT (-122.4743306 37.8069934)
65282415,37.8072131,-122.4738858,3,,,,POINT (-122.4738858 37.8072131)
65282467,37.7739075,-122.4060675,3,,,,POINT (-122.4060675 37.7739075)
65282474,37.7743967,-122.4049008,4,traffic_signals,,,POINT (-122.4049008 37.7743967)
65282506,37.7748326,-122.4054471,3,,,,POINT (-122.4054471 37.7748326)
65282559,37.7763807,-122.4043362,3,,,,POINT (-122.4043362 37.7763807)
65282565,37.7499176,-122.4220731,1,,,,POINT (-122.4220731 37.7499176)
65282707,37.7368462,-122.4088531,3,,,,POINT (-122.4088531 37.7368462)
65282779,37.7807911,-122.399635,6,traffic_signals,,,POINT (-122.399635 37.7807911)
65282840,37.7181861,-122.3979855,3,,,,POINT (-122.3979855 37.7181861)
65282848,37.7168264,-122.3981949,3,,,,POINT (-122.3981949 37.7168264)
65282876,37.7315777,-122.4365434,4,traffic_signals,,,POINT (-122.4365434 37.7315777)
65282949,37.7340042,-122.4307097,3,motorway_junction,,,POINT (-122.4307097 37.7340042)
65282954,37.7325415,-122.4344721,4,traffic_signals,,,POINT (-122.4344721 37.7325415)
65282960,37.7335455,-122.4312732,4,,,,POINT (-122.4312732 37.7335455)
65283028,37.743904,-122.436591,1,turning_circle,,,POINT (-122.436591 37.743904)
65283094,37.7345445,-122.4326633,3,,,,POINT (-122.4326633 37.7345445)
65283131,37.7142281,-122.4715158,3,,,,POINT (-122.4715158 37.7142281)
65283145,37.7127383,-122.4698369,3,,,,POINT (-122.4698369 37.7127383)
65283366,37.751285,-122.392499,3,,,,POINT (-122.392499 37.751285)
65283375,37.7516609,-122.3920194,3,,,,POINT (-122.3920194 37.7516609)
65283381,37.7505284,-122.3920742,3,,,,POINT (-122.3920742 37.7505284)
65283387,37.7707844,-122.387792,4,,,,POINT (-122.387792 37.7707844)
65283442,37.7933396,-122.4503458,2,,,,POINT (-122.4503458 37.7933396)
65283457,37.7936516,-122.4503161,3,,,,POINT (-122.4503161 37.7936516)
65283475,37.7562539,-122.3924632,3,motorway_junction,,,POINT (-122.3924632 37.7562539)
65283492,37.7533476,-122.3922441,3,,,,POINT (-122.3922441 37.7533476)
65283505,37.7537182,-122.3927828,3,,,,POINT (-122.3927828 37.7537182)
65283514,37.7526646,-122.3906908,4,stop,,,POINT (-122.3906908 37.7526646)
65283528,37.7558297,-122.3919907,2,,,,POINT (-122.3919907 37.7558297)
65283592,37.7663056,-122.394533,3,motorway_junction,56,,POINT (-122.394533 37.7663056)
65283619,37.7633265,-122.3930806,3,motorway_junction,,,POINT (-122.3930806 37.7633265)
65283620,37.7627923,-122.3929587,3,,,,POINT (-122.3929587 37.7627923)
65283638,37.7640696,-122.393181,3,,,,POINT (-122.393181 37.7640696)
65283647,37.7606346,-122.3925696,3,,,,POINT (-122.3925696 37.7606346)
65283717,37.7690186,-122.406891,3,motorway_junction,433C,,POINT (-122.406891 37.7690186)
65283737,37.7713009,-122.408536,5,traffic_signals,,,POINT (-122.408536 37.7713009)
65283764,37.7703545,-122.4097443,5,traffic_signals,,,POINT (-122.4097443 37.7703545)
65283845,37.7189831,-122.3997663,3,,,,POINT (-122.3997663 37.7189831)
65283873,37.7188433,-122.3989424,3,,,,POINT (-122.3989424 37.7188433)
65283891,37.802174,-122.4546,3,,,,POINT (-122.4546 37.802174)
65283914,37.7448578,-122.4050938,3,motorway_junction,432,,POINT (-122.4050938 37.7448578)
65283935,37.7474869,-122.4035955,4,traffic_signals,,,POINT (-122.4035955 37.7474869)
65283938,37.7479122,-122.4036361,3,,,,POINT (-122.4036361 37.7479122)
65283986,37.7332119,-122.4937514,3,,,,POINT (-122.4937514 37.7332119)
65283993,37.7338951,-122.4924804,3,,,,POINT (-122.4924804 37.7338951)
65284000,37.7321258,-122.4936753,3,,,,POINT (-122.4936753 37.7321258)
65284015,37.7696352,-122.415725,3,motorway_junction,434B-A,,POINT (-122.415725 37.7696352)
65284149,37.7177066,-122.3996997,3,,,,POINT (-122.3996997 37.7177066)
65284190,37.7965605,-122.4558876,3,,,,POINT (-122.4558876 37.7965605)
65284291,37.8073076,-122.4741623,3,,,,POINT (-122.4741623 37.8073076)
65284336,37.798255,-122.4651976,3,,,,POINT (-122.4651976 37.798255)
65284362,37.8008617,-122.4627791,4,,,,POINT (-122.4627791 37.8008617)
65284365,37.8014231,-122.4637634,4,,,,POINT (-122.4637634 37.8014231)
65284380,37.7993847,-122.4662955,3,,,,POINT (-122.4662955 37.7993847)
65284433,37.733783,-122.4316382,5,,,,POINT (-122.4316382 37.733783)
65284563,37.7606795,-122.3856102,3,stop,,,POINT (-122.3856102 37.7606795)
65284587,37.7261579,-122.4461539,3,motorway_junction,51,,POINT (-122.4461539 37.7261579)
65284600,37.7246222,-122.4474317,3,motorway_junction,,,POINT (-122.4474317 37.7246222)
65284619,37.723033,-122.4490227,3,,,,POINT (-122.4490227 37.723033)
65284635,37.7211225,-122.4477848,4,traffic_signals,,,POINT (-122.4477848 37.7211225)
65284661,37.7249815,-122.446572,3,,,,POINT (-122.446572 37.7249815)
65284677,37.7464093,-122.4047495,3,,,,POINT (-122.4047495 37.7464093)
65284691,37.7484849,-122.4046139,3,,,,POINT (-122.4046139 37.7484849)
65284708,37.7488295,-122.4063861,3,,,,POINT (-122.4063861 37.7488295)
65284716,37.7139895,-122.4516233,3,motorway_junction,50,,POINT (-122.4516233 37.7139895)
65284748,37.7118203,-122.4552202,3,,,,POINT (-122.4552202 37.7118203)
65284828,37.7127152,-122.4706332,3,,,,POINT (-122.4706332 37.7127152)
65284849,37.7125409,-122.4711665,3,,,,POINT (-122.4711665 37.7125409)
65284851,37.7129786,-122.4712324,3,motorway_junction,,,POINT (-122.4712324 37.7129786)
65284868,37.712818,-122.4709658,3,,,,POINT (-122.4709658 37.712818)
65284937,37.7334131,-122.4123347,3,,,,POINT (-122.4123347 37.7334131)
65284950,37.7795605,-122.398188,5,traffic_signals,,,POINT (-122.398188 37.7795605)
65284974,37.7755395,-122.4260983,4,traffic_signals,,,POINT (-122.4260983 37.7755395)
65284986,37.7163953,-122.4103679,1,,,,POINT (-122.4103679 37.7163953)
65284996,37.7641086,-122.4965288,3,,,,POINT (-122.4965288 37.7641086)
65285008,37.7627407,-122.4959747,4,,,,POINT (-122.4959747 37.7627407)
65285017,37.7636032,-122.4954216,3,,,,POINT (-122.4954216 37.7636032)
65285050,37.7481295,-122.40355,3,,,,POINT (-122.40355 37.7481295)
65285109,37.7812848,-122.4221964,3,,,,POINT (-122.4221964 37.7812848)
65285133,37.7498571,-122.4056448,3,,,,POINT (-122.4056448 37.7498571)
65285239,37.7867713,-122.392077,4,traffic_signals,,,POINT (-122.392077 37.7867713)
65285329,37.7311779,-122.4039966,3,motorway_junction,,,POINT (-122.4039966 37.7311779)
65285332,37.7312558,-122.4041026,3,,,,POINT (-122.4041026 37.7312558)
65285341,37.8044845,-122.4482932,4,,,,POINT (-122.4482932 37.8044845)
65285343,37.8047335,-122.4483822,3,traffic_signals,,,POINT (-122.4483822 37.8047335)
65285380,37.7102548,-122.4570085,4,traffic_signals,,,POINT (-122.4570085 37.7102548)
65285464,37.732235,-122.4189679,3,,,,POINT (-122.4189679 37.732235)
65285599,37.7266031,-122.4024825,3,,,,POINT (-122.4024825 37.7266031)
65285622,37.7776755,-122.3958241,3,,,,POINT (-122.3958241 37.7776755)
65285626,37.7451801,-122.4042207,3,,,,POINT (-122.4042207 37.7451801)
65285635,37.7457071,-122.4039108,3,,,,POINT (-122.4039108 37.7457071)
65285648,37.7952503,-122.4613692,1,,,,POINT (-122.4613692 37.7952503)
65285650,37.7955305,-122.4616682,2,,,,POINT (-122.4616682 37.7955305)
65285688,37.7783974,-122.4489038,3,traffic_signals,,,POINT (-122.4489038 37.7783974)
65285714,37.7352905,-122.3982055,3,,,,POINT (-122.3982055 37.7352905)
65285808,37.7755953,-122.4058242,3,motorway_junction,1C,,POINT (-122.4058242 37.7755953)
65285848,37.7720567,-122.4066189,3,,,,POINT (-122.4066189 37.7720567)
65285870,37.7197923,-122.4757079,3,,,,POINT (-122.4757079 37.7197923)
65285879,37.804193,-122.4268264,2,,,,POINT (-122.4268264 37.804193)
65285911,37.7355192,-122.409733,3,,,,POINT (-122.409733 37.7355192)
65286004,37.7249698,-122.4015643,3,motorway_junction,430A,,POINT (-122.4015643 37.7249698)
65286126,37.7754644,-122.4063783,3,,,,POINT (-122.4063783 37.7754644)
65286148,37.7738722,-122.4075026,3,motorway_junction,,,POINT (-122.4075026 37.7738722)
65286153,37.7731673,-122.4077924,3,,,,POINT (-122.4077924 37.7731673)
65286177,37.7469048,-122.4478935,4,,,,POINT (-122.4478935 37.7469048)
65286184,37.7468686,-122.4471234,3,,,,POINT (-122.4471234 37.7468686)
65286187,37.7467627,-122.4466703,3,,,,POINT (-122.4466703 37.7467627)
65286228,37.7854734,-122.3918298,3,motorway_junction,2C,,POINT (-122.3918298 37.7854734)
65286236,37.7851156,-122.3929617,3,motorway_junction,,,POINT (-122.3929617 37.7851156)
65286336,37.7862969,-122.3957794,3,traffic_signals,,,POINT (-122.3957794 37.7862969)
65286435,37.762238,-122.4056016,3,motorway_junction,,,POINT (-122.4056016 37.762238)
65286507,37.7632954,-122.3936734,3,,,,POINT (-122.3936734 37.7632954)
65286515,37.7628271,-122.3923685,3,,,,POINT (-122.3923685 37.7628271)
65286547,37.7326292,-122.4604378,4,stop,,,POINT (-122.4604378 37.7326292)
65286605,37.7531466,-122.392734,3,stop,,,POINT (-122.392734 37.7531466)
65286610,37.7519531,-122.3926171,4,,,,POINT (-122.3926171 37.7519531)
65286623,37.7982284,-122.4551228,3,,,,POINT (-122.4551228 37.7982284)
65286673,37.7481275,-122.4662965,3,,,,POINT (-122.4662965 37.7481275)
65286791,37.750168,-122.463316,3,,,,POINT (-122.463316 37.750168)
65286796,37.7926788,-122.478685,3,,,,POINT (-122.478685 37.7926788)
65286797,37.7929505,-122.4787623,1,,,,POINT (-122.4787623 37.7929505)
65286844,37.7297331,-122.4405741,3,,,,POINT (-122.4405741 37.7297331)
65286864,37.7737039,-122.408464,4,traffic_signals,,,POINT (-122.408464 37.7737039)
65286961,37.7230424,-122.4471702,4,traffic_signals,,,POINT (-122.4471702 37.7230424)
65286973,37.721364,-122.4484412,4,traffic_signals,,,POINT (-122.4484412 37.721364)
65286986,37.7188384,-122.4485358,3,,,,POINT (-122.4485358 37.7188384)
65286991,37.7083175,-122.4200941,3,traffic_signals,,,POINT (-122.4200941 37.7083175)
65286997,37.712534,-122.4713401,3,motorway_junction,,,POINT (-122.4713401 37.712534)
65287033,37.7139467,-122.4716277,3,motorway_junction,,,POINT (-122.4716277 37.7139467)
65287063,37.7366761,-122.386662,3,,,,POINT (-122.386662 37.7366761)
65287111,37.784551,-122.4228563,4,traffic_signals,,,POINT (-122.4228563 37.784551)
65287128,37.7854292,-122.424719,4,traffic_signals,,,POINT (-122.424719 37.7854292)
65287147,37.7254078,-122.436619,3,,,,POINT (-122.436619 37.7254078)
65287172,37.7420989,-122.4569553,3,,,,POINT (-122.4569553 37.7420989)
65287176,37.7747148,-122.4030808,3,,,,POINT (-122.4030808 37.7747148)
65287179,37.7745433,-122.4032974,1,,,,POINT (-122.4032974 37.7745433)
65287191,37.7363057,-122.3858485,3,,,,POINT (-122.3858485 37.7363057)
65287193,37.7363111,-122.3863103,1,turning_circle,,,POINT (-122.3863103 37.7363111)
65287201,37.7797961,-122.4151521,3,traffic_signals,,,POINT (-122.4151521 37.7797961)
65287204,37.7795846,-122.4168136,3,traffic_signals,,,POINT (-122.4168136 37.7795846)
65287209,37.7789593,-122.4217245,3,traffic_signals,,,POINT (-122.4217245 37.7789593)
65287213,37.7785401,-122.4250171,3,,,,POINT (-122.4250171 37.7785401)
65287216,37.7783324,-122.426662,4,traffic_signals,,,POINT (-122.426662 37.7783324)
65287225,37.7779342,-122.4298027,4,traffic_signals,,,POINT (-122.4298027 37.7779342)
65287229,37.7778174,-122.4307243,3,,,,POINT (-122.4307243 37.7778174)
65287232,37.7777074,-122.4315916,4,,,,POINT (-122.4315916 37.7777074)
65287243,37.776872,-122.4381475,4,traffic_signals,,,POINT (-122.4381475 37.776872)
65287245,37.7766536,-122.4398652,4,traffic_signals,,,POINT (-122.4398652 37.7766536)
65287251,37.7764448,-122.4415072,4,traffic_signals,,,POINT (-122.4415072 37.7764448)
65287254,37.7762357,-122.4431449,4,,,,POINT (-122.4431449 37.7762357)
65287260,37.7760252,-122.4447938,4,traffic_signals,,,POINT (-122.4447938 37.7760252)
65287261,37.7758035,-122.4465376,4,traffic_signals,,,POINT (-122.4465376 37.7758035)
65287262,37.7756853,-122.4474655,3,,,,POINT (-122.4474655 37.7756853)
65287265,37.7756008,-122.4481262,4,,,,POINT (-122.4481262 37.7756008)
65287273,37.7755063,-122.4488647,3,,,,POINT (-122.4488647 37.7755063)
65287277,37.775396,-122.4497281,3,,,,POINT (-122.4497281 37.775396)
65287280,37.7751857,-122.4513731,3,,,,POINT (-122.4513731 37.7751857)
65287285,37.7749872,-122.4529258,4,traffic_signals,,,POINT (-122.4529258 37.7749872)
65287287,37.774764,-122.454668,4,traffic_signals,,,POINT (-122.454668 37.774764)
65287288,37.7746873,-122.4552749,3,,,,POINT (-122.4552749 37.7746873)
65287290,37.7745557,-122.4563068,3,,,,POINT (-122.4563068 37.7745557)
65287298,37.7742984,-122.4583894,3,traffic_signals,,,POINT (-122.4583894 37.7742984)
65287319,37.7734035,-122.4658983,3,traffic_signals,,,POINT (-122.4658983 37.7734035)
65287324,37.7733056,-122.468049,3,traffic_signals,,,POINT (-122.468049 37.7733056)
65287329,37.7731629,-122.4712572,3,,,,POINT (-122.4712572 37.7731629)
65287332,37.7731354,-122.471854,4,,,,POINT (-122.471854 37.7731354)
65287336,37.7731138,-122.4723243,3,,,,POINT (-122.4723243 37.7731138)
65287347,37.7728643,-122.4777813,3,,,,POINT (-122.4777813 37.7728643)
65287349,37.7728153,-122.4788519,3,,,,POINT (-122.4788519 37.7728153)
65287356,37.7726691,-122.4820656,3,,,,POINT (-122.4820656 37.7726691)
65287360,37.7725724,-122.4842075,5,traffic_signals,,,POINT (-122.4842075 37.7725724)
65287366,37.7724761,-122.486349,3,,,,POINT (-122.486349 37.7724761)
65287373,37.7723294,-122.489565,4,,,,POINT (-122.489565 37.7723294)
65287402,37.7716943,-122.5034885,4,traffic_signals,,,POINT (-122.5034885 37.7716943)
65287415,37.7714001,-122.5099152,3,traffic_signals,,,POINT (-122.5099152 37.7714001)
65287418,37.7713175,-122.5109827,4,traffic_signals,,,POINT (-122.5109827 37.7713175)
65287440,37.7466155,-122.4495208,3,,,,POINT (-122.4495208 37.7466155)
65287442,37.7468467,-122.4498627,3,,,,POINT (-122.4498627 37.7468467)
65287456,37.7473559,-122.4511677,3,,,,POINT (-122.4511677 37.7473559)
65287458,37.7479816,-122.4517658,3,,,,POINT (-122.4517658 37.7479816)
65287464,37.7486825,-122.4521239,3,,,,POINT (-122.4521239 37.7486825)
65287466,37.7493865,-122.452123,3,,,,POINT (-122.452123 37.7493865)
65287468,37.7512455,-122.452129,3,stop,,,POINT (-122.452129 37.7512455)
65287477,37.752299,-122.451687,3,,,,POINT (-122.451687 37.752299)
65287483,37.752553,-122.4511127,3,,,,POINT (-122.4511127 37.752553)
65287486,37.7527502,-122.4507506,3,,,,POINT (-122.4507506 37.7527502)
65287496,37.7536228,-122.4507157,3,,,,POINT (-122.4507157 37.7536228)
65287502,37.7539342,-122.4511271,3,,,,POINT (-122.4511271 37.7539342)
65287510,37.7535558,-122.4525821,4,,,,POINT (-122.4525821 37.7535558)
65287542,37.7362922,-122.4653391,3,,,,POINT (-122.4653391 37.7362922)
65287590,37.7335996,-122.4648989,3,,,,POINT (-122.4648989 37.7335996)
65287605,37.7661655,-122.4621847,3,traffic_signals,,,POINT (-122.4621847 37.7661655)
65287612,37.765174,-122.462116,4,stop,,,POINT (-122.462116 37.765174)
65287616,37.7642385,-122.4620518,4,,,,POINT (-122.4620518 37.7642385)
65287619,37.7623733,-122.4619224,4,,,,POINT (-122.4619224 37.7623733)
65287621,37.760512,-122.461794,4,,,,POINT (-122.461794 37.760512)
65287649,37.7595865,-122.460544,3,,,,POINT (-122.460544 37.7595865)
65287655,37.7886783,-122.4637763,1,,,,POINT (-122.4637763 37.7886783)
65287660,37.786728,-122.463637,4,,,,POINT (-122.463637 37.786728)
65287662,37.7851372,-122.4635233,4,,,,POINT (-122.4635233 37.7851372)
65287664,37.7848663,-122.4635038,4,,,,POINT (-122.4635038 37.7848663)
65287668,37.7830001,-122.4633696,4,,,,POINT (-122.4633696 37.7830001)
65287672,37.779153,-122.4630929,4,stop,,,POINT (-122.4630929 37.779153)
65287674,37.7772822,-122.4629583,4,traffic_signals,,,POINT (-122.4629583 37.7772822)
65287678,37.7754196,-122.4628243,4,,,,POINT (-122.4628243 37.7754196)
