u,v
258914478,1196765186
258914480,65346130
258914480,258914478
258914480,65319506
258914482,65346164
258914482,65346331
258914912,1196844367
258914912,1196840143
258916766,65289552
258916766,258916805
258916766,65340962
258916769,65289521
258916769,65310662
258916780,65287867
258916780,258916766
258916780,4034195443
258916782,65289529
258916782,258916769
258916782,65295168
258916794,65289573
258916794,65284000
258916794,65319467
258916797,65289538
258916797,6356789748
258916797,6356789751
258916805,65289545
258916805,65353316
258916805,12462731893
258922094,258757449
258922094,65340883
258922097,258922094
258922097,65316146
258922103,65317270
258922103,65329934
258922103,65342715
258922135,65282123
258922135,65299654
258922135,65364264
258922152,65351722
258922152,65359421
258922152,65342058
258922160,4047651036
258924396,258924399
258924399,258924396
258924399,1707842829
258967500,1202331695
258967500,65330797
258967501,258967500
258967501,65292224
258972095,65358626
258972095,65321805
258972095,65358701
258972096,65302641
258972096,65302639
258972096,258972095
258972779,65297434
258972779,65312089
258972779,65311401
259403914,65302962
259403914,65307550
260168259,65288802
260168259,65312605
260168259,4073064106
260168596,65297439
260168596,65297434
260169463,65311274
260169463,2899908787
260169463,65308198
260326754,65353706
260326754,65353553
261499008,65350803
261499008,761795188
261499008,65329238
263988287,347808294
263988287,65303021
263989180,318304226
263989180,1201390929
263990898,65316336
263990898,6357368670
263990898,65344130
302912544,4062846990
303007291,4071235398
303007291,5556967423
313867819,313868118
313867819,65372728
313867822,65365439
313867979,313867980
313867979,313868120
313867980,313867983
313867980,313868118
313867983,65282347
313868118,313867979
313868118,313867822
313868120,4069129292
313868343,313867980
313868343,313867983
313889759,4069109620
313889759,4069107532
315412306,65346331
315412306,258914482
315417477,315417482
315417477,5330747076
315417482,5330747075
315420239,65359394
315420239,65307545
315420239,65316820
315422800,315422929
315422929,65303045
315422929,315422932
315422932,315422935
315422935,1196875324
315422935,315422936
315422936,315422939
315422939,65303034
315422939,315422800
315423195,65303063
315424198,12717144900
315424198,65342995
315424202,1201336181
315424202,65347655
315424283,65302981
315424559,65302989
315424559,65302947
315424563,65302952
315425700,65310872
315429027,65314792
315429027,2420468437
318255177,1472108313
318255177,318255543
318255177,4062847025
318255543,258916794
318256096,65319467
318304226,65315986
345501667,258289605
345501667,4069107534
347808294,65316798
347808294,65291639
347808294,263988287
356705879,4062847211
356705879,4069129336
356705879,4069129387
356705879,65343306
370813013,4070609048
388001178,388001187
388001178,65342049
388001178,258757450
388001187,65342049
388001187,65305937
388004321,65327417
388004321,258757448
418584220,65330300
432780750,761765975
432780750,65316021
434818714,65362289
436969507,65309866
436969507,615144102
469713214,4047651028
601336584,65335454
612715052,612715733
612715052,65291639
612715733,65316801
612715733,65291641
612715995,65295530
612715995,612715052
612716327,65291641
612716327,612716525
612716404,65291654
612716404,65291647
612716525,65316806
612716525,612716404
612723135,65288802
612723533,1196884882
612723533,65288802
612724723,65358818
615144100,615144102
615144100,436969507
615144102,615144106
615144106,1714229778
615144106,1714229567
702390031,65365046
703334303,4069109553
741739944,4070607657
750039531,65287834
750039531,4045528488
761765975,1606208575
761766172,65350803
761766172,65329159
761795188,761795205
761795188,6903838284
761795205,65316301
761807528,761807880
761807528,6919426536
761807880,65329159
761807880,2456996785
999546390,65322482
999546390,65309588
999546390,4035920534
999546390,65293141
1012942397,1196840150
1012942397,1196840126
1196699108,65287776
1196701858,65329919
1196701858,4035891345
1196701858,4035920524
1196702052,65317294
1196702052,65296591
1196702794,1196703170
1196703170,4047651057
1196703170,1196702794
1196703170,469713214
1196715437,11030036735
1196719915,11030036732
1196749436,4062847025
1196749436,318255177
1196765186,318255177
1196765186,318255543
1196816836,65355540
1196816836,4069107532
1196826498,1196830001
1196826498,2487283194
1196830001,65302936
1196839521,1196844367
1196839521,258914912
1196840126,258914912
1196840126,1196840150
1196840143,1196840126
1196840143,4071045512
1196840150,4073064111
1196841579,4071045512
1196841579,1196840143
1196844367,1196848008
1196848008,65292216
1196848008,1196841579
1196851008,65330829
1196851008,65295536
1196851008,65295533
1196875324,65354498
1196875324,315422936
1196884882,315423195
1196884882,612723533
1201336071,65347655
1201336071,315424283
1201336072,1201336071
1201336072,65347670
1201336180,1201336181
1201336180,1201336072
1201336181,1201336180
1201336181,65307550
1201336181,1201336245
1201336245,65307545
1201336245,258757620
1201336698,258757483
1201336698,65307543
1201371532,315424563
1201371532,65337329
1201371532,65337327
1201390929,6325971639
1201390929,5331939753
1201417904,65282059
1201417904,65291695
1201417904,65291627
1202331695,1202331982
1202331695,65292208
1202331982,258967501
1202331982,65295543
1202332578,65330783
1202332578,1202332599
1202332599,65330789
1202332599,1202331695
1350167104,612723135
1350167104,612723533
1366462491,65291619
1366462491,65291619
1366462491,65324083
1472108313,65346130
1606208575,761766172
1606208575,65350803
1606434388,1606434399
1606434388,65305937
1606434399,65332940
1607089611,65356368
1607089611,65332285
1607089611,65299756
1607089625,65299750
1607089625,1607089656
1607089626,65305916
1607089626,1607089647
1607089626,65318455
1607089626,65299761
1607089647,1607089626
1607089647,65356368
1607089647,65299759
1607089648,65305727
1607089648,65332924
1607089648,65297442
1607089652,65296954
1607089652,65332285
1607089652,65299753
1607089656,65297424
1607089656,65305729
1607089656,1607089625
1607089658,65316976
1607089658,65299750
1707842763,65340911
1707842763,65366648
1707842763,65353303
1707842763,65287725
1707842829,65322168
1707842829,2630856883
1707875140,1707875255
1707875140,65287736
1707875140,65313263
1707875210,1707875334
1707875210,1707875337
1707875210,65327955
1707875211,1707875306
1707875211,65287741
1707875211,434818714
1707875215,1707875306
1707875243,1707875337
1707875243,1707875334
1707875243,3645339989
1707875255,1707875211
1707875255,1707875211
1707875306,1707875211
1707875306,6353454926
1707875306,65332458
1707875334,1707875243
1707875334,6353455485
1707875334,65287734
1707875337,1707875210
1711226132,65319692
1711226132,65322025
1711226132,65322025
1711226144,65342004
1711226144,65301316
1711226144,65301316
1714229537,1714229542
1714229537,1707875215
1714229542,8292175322
1714229542,434818714
1714229567,1714229542
1714229567,1714229537
1714229567,1714229778
1714229763,1714229567
1714229763,65309863
1714229778,65332476
1735947596,2463394108
1735947596,65309852
1735954074,1735954082
1735954074,65315046
1735954082,65309863
1777579525,1777579525
1777579525,8274993659
1777579938,1777579942
1777579938,65305922
1777579938,65302646
1777579942,1777579938
1777579942,1777579942
1777579942,1777579942
1777583588,65326392
1777583588,65348256
1777583588,65332297
1809551380,313867819
1809551380,65296110
1809552695,4407739094
1809552695,65296110
1809552699,258916780
2131460978,313867822
2131460978,313867979
2287779377,2287779381
2287779377,65295118
2287779377,65319828
2287779381,2287779377
2287779381,65295111
2315778209,65309852
2315778415,1714229763
2315778415,65358714
2420468425,258755841
2420468425,315429027
2420468437,3645308400
2420468437,2420468442
2420468442,65291599
2420468442,2420468425
2456996785,65329238
2456996785,261499008
2456996785,6587926831
2456996785,65329159
2463394108,258755842
2487283192,1196826498
2487283192,4071045528
2487283194,2487283195
2487283194,4071044650
2487283195,2487283192
2630856793,65365439
2630856793,2630856835
2630856835,313868120
2630856835,2131460978
2630856848,65297035
2630856848,2630856793
2630856883,2630856888
2630856883,2630856848
2630856888,2630856883
2630856888,65309778
2630856888,65287895
2715894998,65302997
2715894998,65302936
2716299656,65347670
2716299656,2726269055
2716299656,3526821453
2726255230,65346168
2726255230,2726255253
2726255253,2726269055
2726255253,2726269066
2726269055,2716299656
2726269055,2726255253
2726269055,3449339698
2726269066,2726255253
2726269066,3428243921
2726269066,12927618186
2899908787,258972779
2899908796,65311390
2899908796,2899908787
2909552124,258757618
2912242145,4070801144
3428243921,2726269066
3449339698,2726269055
3449339698,315424842
3462373347,4073064111
3462373347,1196839521
3526821452,2715894998
3526821452,3526821453
3526821453,3526821457
3526821453,3526821452
3526821453,2716299656
3526821457,3526821453
3526885166,3526885173
3526885173,3885158728
3526885173,65346168
3645308400,3645308401
3645308400,2420468437
3645308400,65329950
3645308400,65314286
3645308401,3645308400
3645308401,65332458
3645308401,65313263
3645339989,3645339991
3645339989,3645308401
3645339989,1707875243
3645339991,3645339989
3645339991,65369025
3652899242,1196884882
3652899242,315423195
3715504955,65346174
3715504955,2487283195
3885158728,3715504955
3999514601,65358645
3999514601,3999713649
3999713649,65358646
3999713649,65358645
4034101610,65358541
4034101610,1809551380
4034123036,6397710143
4034123036,6397710142
4034123036,65320239
4034176446,6397710141
4034176446,65322161
4034185242,65350556
4034195443,65340962
4034195443,65358541
4034195443,258916780
4034195443,65287857
4034231279,4045528604
4034231279,65333157
4034231279,65307208
4034544343,65287905
4034544343,65320241
4034544343,4034544344
4034544344,65287902
4034544344,12116305046
4034544344,4034544343
4035891345,65297149
4035891345,65287776
4035891345,1196701858
4035920524,65287766
4035920524,1196701858
4035920524,65340956
4035920529,65287766
4035920531,65287763
4035920534,999546390
4035920539,65329911
4035920539,6356743346
4035920539,6356743345
4035920542,65306604
4044866160,65287746
4044866160,65287741
4044866160,65319853
4044866184,65340451
4044866184,65353309
4044866184,65353303
4045528439,4045528488
4045528439,65299643
4045528439,65287857
4045528444,65287805
4045528488,4045528439
4045528488,65317312
4045528488,750039531
4045528604,65328488
4045528604,4034231279
4045528604,65320154
4045528604,65320139
4047651028,4047651057
4047651028,4062846996
4047651029,65317286
4047651029,4047651410
4047651034,65329277
4047651034,65299654
4047651034,65299643
4047651036,65360691
4047651036,4062434363
4047651057,1196703170
4047651057,4047651028
4047651057,65317279
4047651063,65317279
4047651063,4047651411
4047651410,65296591
4047651410,65360691
4047651411,65293718
4047651411,4062434366
4062434363,4062434364
4062434363,65342074
4062434364,65342071
4062434364,4062434365
4062434365,4062847207
4062434365,4062434366
4062434365,65342069
4062434366,4062434365
4062434366,4047651029
4062434369,65342069
4062434369,4062847007
4062434369,4062434370
4062434370,65342071
4062434370,4062434375
4062434370,4062434369
4062434371,4064695371
4062434371,4064695878
4062434371,65342106
4062434375,65342074
4062434375,65348521
4062434375,4062434370
4062452044,65348517
4062452044,65342081
4062468476,65364264
4062468476,65329277
4062468476,65299654
4062468479,4062452044
4062468479,65342084
4062775036,65333095
4062775036,65342088
4062775036,4062775050
4062775050,65304983
4062775050,65342098
4062775050,4062775036
4062846059,1472108313
4062846059,318255177
4062846061,4062846059
4062846061,4070947311
4062846066,4062847198
4062846066,65329934
4062846066,65342062
4062846078,65309568
4062846078,4062846085
4062846078,4062847020
4062846085,65322468
4062846085,4062847007
4062846085,4062846078
4062846990,65283993
4062846990,65283986
4062846996,4062847040
4062846996,4047651063
4062847005,65342058
4062847005,4062847057
4062847005,65359424
4062847007,65299193
4062847007,4062846085
4062847007,4062434369
4062847020,65297108
4062847020,4062846078
4062847020,4062847066
4062847025,4062847211
4062847040,4062846996
4062847040,65322468
4062847040,4062847086
4062847056,65297108
4062847056,258922103
4062847057,65342062
4062847057,4062847198
4062847057,4062847005
4062847066,65329934
4062847066,4062847020
4062847066,4062847198
4062847086,65309568
4062847086,4062847056
4062847198,4062846066
4062847198,4062847066
4062847198,4062847057
4062847207,65299193
4062847207,4062847040
4062847211,356705879
4062847211,4062846061
4064695371,65347199
4064695371,4062434371
4064695371,4064695878
4064695830,65343306
4064695830,65342106
4064695830,65347199
4064695878,4062434371
4064695878,4064695882
4064695878,4064695371
4064695882,65343306
4064695882,4064695878
4064695882,65347199
4069107532,1196816836
4069107532,313889759
4069107534,65320327
4069107534,258289605
4069109496,4069109620
4069109496,313889759
4069109553,345501667
4069109553,4069109496
4069109616,4069107534
4069109616,258289371
4069109620,703334303
4069109620,4069129299
4069129292,313868343
4069129292,4069129387
4069129299,703334303
4069129299,4069129312
4069129312,4069129299
4069129312,4069129336
4069129336,356705879
4069129336,65365046
4069129336,4069129387
4069129336,4069129312
4069129387,356705879
4069129387,4069129292
4069129387,4069129336
4070607657,4070609048
4070607657,4071233981
4070609048,741739942
4070609048,370813013
4070609048,4070607657
4070801096,4070801144
4070801096,7922810431
4070801144,4070801204
4070801144,2912242145
4070801144,4070801096
4070801204,4070801144
4071044650,65346174
4071044661,65346254
4071044661,4071045525
4071045512,4071045525
4071045525,1012942397
4071045525,4071044661
4071045528,4162521667
4071045528,65292208
4071233981,260326754
4071233981,4070607657
4071235398,4071233981
4073063877,65284828
4073064106,612724723
4073064106,4073063877
4073064111,3462373347
4073064111,260168259
4162521667,1196830001
4162521667,1196826498
4407739094,65281547
4407739095,1809552699
4407739095,65358541
5330747074,5330747077
5330747074,6325971640
5330747075,6357368671
5330747075,5330747074
5330747076,6325971640
5330747076,315417482
5330747077,10755076823
5330747077,263989180
5331939753,65303053
5473006703,65354498
5556967423,65353553
5556967423,4071235398
5994182975,65294646
5994182975,258757620
6325970951,65291619
6325970951,65291619
6325970951,65342038
6325971639,5330747076
6325971639,5331939753
6325971640,6325971639
6325971640,5330747077
6353454926,65313263
6353454926,65313263
6353455485,1707875140
6353455485,1707875140
6355820457,12195577844
6355820457,65370637
6355820457,65364837
6356743334,65342686
6356743334,65342682
6356743334,12195577860
6356743341,65342682
6356743341,65351693
6356743345,6356743350
6356743345,6356743334
6356743345,4035920539
6356743346,65297144
6356743346,4035920539
6356743349,6356743346
6356743350,6356743345
6356743350,65342682
6356743350,6356743349
6356789739,65296104
6356789739,6356789744
6356789744,12462731893
6356789744,65289545
6356789747,12498396189
6356789747,6356789739
6356789747,65329578
6356789748,12462731892
6356789748,258916782
6356789749,65295168
6356789749,6356789748
6356789751,258916797
6356789751,65364777
6356789751,6356789749
6357368670,263990898
6357368670,65349394
6357368670,65344130
6357368671,65335454
6357368671,65349394
6357368671,5330747075
6397710141,65320234
6397710141,65295218
6397710142,65320234
6397710142,6397710143
6397710142,4034123036
6397710143,4034176446
6397710143,6397710141
6587926827,6587926831
6587926827,258914482
6587926831,315412306
6587926831,2456996785
6903838284,761795205
6903838284,65350793
6919426532,65316155
6919426532,65359424
6919426536,65359424
6919426536,6919426532
7026307316,6587926827
7026307316,3885158728
7368508257,65358767
7922810414,7922810431
7922810414,4070801096
8076008490,258757483
8076008490,65316314
8274993658,65332297
8274993658,65296970
8274993659,1777579525
8274993659,8274993658
8274993660,8274993659
8274993679,65302650
8274993679,1196715437
8292175322,315425700
8292175322,1714229763
9306667142,65303053
9306667142,65303047
10755076821,65299763
10755076821,65299765
10755076823,65299765
10755076823,10755076821
11030036732,65372177
11030036732,11030036734
11030036733,8274993679
11030036733,1196715437
11030036734,11030036733
11030036735,65302646
11030036735,1196719915
11268318786,65295183
11268318786,65330008
11268318786,11268318789
11268318789,65330008
11268318789,65297024
11268318790,65330008
11268318790,11268318793
11268318790,65330010
11268318793,65342742
11268318793,65330008
11337742045,65329597
11337742045,65295118
11337742045,12195577835
11337742046,65329600
11337742046,65329597
11337742046,12195577870
12116268953,65287895
12116268953,65287888
12116268953,65357346
12116268953,65340972
12116291923,65295179
12116291923,65342742
12116291923,65350553
12116291923,65341568
12116305046,65322163
12116305046,65320241
12116305046,65309776
12116305046,4034544344
12144489633,65369025
12195577833,65319846
12195577833,65319828
12195577833,11337742045
12195577835,12195577837
12195577835,65341610
12195577835,65295120
12195577837,12195577850
12195577837,258757444
12195577839,65295126
12195577839,65359469
12195577839,12195577840
12195577840,65295128
12195577840,65351693
12195577840,12195577841
12195577841,65342682
12195577841,65295130
12195577841,6356743349
12195577844,65370637
12195577844,65295111
12195577844,12195577833
12195577850,12195577839
12195577850,65316105
12195577860,6356743341
12195577860,12195577883
12195577862,65359469
12195577862,65353311
12195577862,12195577864
12195577864,12195577878
12195577864,65316115
12195577866,11337742046
12195577866,65341614
12195577866,65341610
12195577870,65319849
12195577870,65319846
12195577870,12195577871
12195577871,65370637
12195577871,6355820457
12195577871,65353310
12195577878,12195577866
12195577878,258757445
12195577883,12195577862
12195577883,65351697
12195577883,65351693
12462731892,65289538
12462731892,12498424404
12462731893,258916797
12462731893,12498396198
12498396189,6356789747
12498396189,65289538
12498396198,65353316
12498396198,6356789751
12498424404,65295170
12498424404,12498396189
12717144900,65302975
12927618186,2726269066
65370802,65337886
65350300,65337883
